Tenure,MonthlyCharge
0.2569994574155662,4.016108899624267
0.043744510672020676,5.650377355902222
0.595805866633522,3.724826641005853
0.6462217060472947,2.793530386782253
0.0631944682157269,3.491965753622949
0.2647705271166009,4.308421340462552
0.5006014577022301,4.660319123142711
0.16126983619615404,2.6769531950459853
0.31089808141374126,2.735584552335626
0.12941985216003296,3.7838637881361534
0.7286684468241055,4.074388913939672
0.39793136282546115,3.4922865895847726
0.4920815374464215,3.2006549441669656
0.6383551141923596,4.30757888116409
0.380466597561853,3.7252457747534677
0.5245499236272572,4.137094610819701
0.5968650064454518,4.540335043329579
0.08710966957551518,4.720037065693491
0.6470813204153015,3.5511731811156544
0.4843160183633696,3.4918807997441124
0.7735462729472963,4.307740545042073
0.09137038396541827,2.9690953555218664
0.25158324983618313,2.910143162270402
0.323114792552523,3.491965753622949
0.2182303494135437,3.784544583556633
0.15723847096778018,2.1530764381400656
0.39353161840431217,5.185027231068529
0.052659982802430845,3.259862371659671
0.05409577149726718,4.660639959104534
0.2052007467388869,6.000129843551594
0.41914328573980003,5.358640985267001
0.13562590411614842,3.434700714596801
0.17878507185156073,5.358640985267001
0.7903879816448871,4.074388913939672
0.13128220381218564,6.2333198107760115
0.207194689615433,3.7838771320431093
0.12529401444391292,5.356033124749556
0.27084304614557797,3.2603212110990127
0.3724249311497056,4.30741970908025
0.606693118197748,3.434340755138145
0.34717002467193425,4.016163346490692
0.11356454203390252,2.5030186048856895
0.1484113522498478,5.9416881653582045
0.7019052444727769,4.481893365136189
0.33274642911396796,5.650377355902222
0.39246153339758244,5.709584783394928
0.8417547327452073,4.30741970908025
0.35652517273914663,4.541264692135268
0.29348635649379046,2.4443539693359453
0.4375424686924846,2.1538421874393814
0.1264595659349851,4.307769095879642
0.277548656329656,4.370094898947867
0.20749520012899386,3.4922865895847726
0.05872465972281279,3.9576367144184657
0.45684221414979104,3.7260771257733665
0.5289614838364278,3.0265306749104193
0.36167675942433947,2.6769531950459853
0.2546333498919472,3.3188736227611164
0.5945414559162342,5.126755833237544
0.27356767640034624,2.9104639982322253
0.10857897358073366,3.8416637944058962
0.08868082594812228,4.540579169292255
0.30105772587587815,3.550352984949913
0.46330615627825256,2.154163023401205
0.3643839595102808,2.968931456015492
0.2993953106088275,4.307389202067839
0.16909833036980493,6.174688453486371
0.4080775531103751,4.834764228361081
0.46297658984828355,3.550512157033753
0.08334774512072927,4.660639959104534
0.9046803239550768,4.952282177181604
0.14110942159912238,5.941177650300131
0.30179614644399533,3.1427091097203386
0.3475569013989793,5.94158344014079
0.08995739229490404,5.006090958003932
0.20553282268596365,6.2914406530075775
0.04131200154356867,4.6614057084038505
0.7616675314296607,3.4917216276602723
0.9321904760029467,5.5917459986125815
0.36600236950458837,2.9690953555218664
0.37169042828890514,4.369008313686727
0.29620736781128765,3.9587565779397087
0.7356740836277272,4.481893365136189
0.5426142878482076,2.794650250303496
0.08537102010579027,4.541264692135268
0.08918206511687217,3.2592863014566062
0.17588020096511944,2.677718944345301
0.1407536929730041,4.835445023781561
0.1424501586083328,4.369008313686727
0.15699634840350435,3.1427091097203386
0.08278270394909572,4.482214201098012
0.5239779624118999,5.184516716010454
